23,1575,79,84,41,14.5,55,2096,1,1,4,3,5,3,RCM,8,177.8,154,70,70,70,71,71,71,71,71,72,72,72,73,76,76,76,73,79,80,80,80,79,79,79,79,79,79,66,56,65,78,56,69,66,65,74,77,74,76,75,72,76,82,84,90,76,75,83,80,58,68,58,63,78,81,81,16,14,11,7,9,28.6
26,1631,79,81,41,15.5,77,1902,1,1,3,4,7,1,ST,13,180.34,146,79,79,79,77,79,79,79,77,76,76,76,75,70,70,70,75,59,58,58,58,59,57,54,54,54,57,52,83,73,71,69,74,63,45,60,77,87,89,74,74,74,76,65,72,75,66,73,40,82,71,75,78,29,39,25,10,15,8,10,6,30.6
27,1631,78,78,41,8.5,58,1644,1,1,3,2,5,1,RCB,3,185.42,181,53,53,53,52,52,52,52,52,55,55,55,56,61,61,61,56,69,74,74,74,69,71,78,78,78,71,41,31,80,70,33,54,31,30,61,67,55,53,55,77,65,48,75,68,78,23,79,78,21,45,35,70,77,78,77,14,12,7,14,12,16.2
21,1631,77,84,41,12.5,44,2006,1,1,4,3,4,1,CM,16,175.26,157,68,68,68,74,73,73,73,74,76,76,76,75,77,77,77,75,74,75,75,75,74,72,69,69,69,72,67,57,50,79,57,78,66,65,80,80,74,68,75,74,84,64,68,78,63,62,79,69,68,75,61,74,64,71,69,6,15,12,15,13,26.3
35,1631,77,77,41,4.1,49,1812,1,2,4,3,3,3,ST,18,170.18,143,78,78,78,75,77,77,77,75,74,74,74,71,64,64,64,71,49,48,48,48,49,46,42,42,42,46,54,85,65,66,82,74,63,68,43,77,73,63,77,78,87,84,68,55,54,78,62,19,85,65,74,82,30,20,11,7,14,8,10,13,7.7
27,1631,76,76,41,6.5,51,1943,1,1,3,3,7,3,RB,15,180.34,172,67,67,67,72,71,71,71,72,72,72,72,73,73,73,73,73,77,74,74,74,77,77,73,73,73,77,74,43,64,74,43,76,64,66,63,74,77,80,72,74,69,72,49,76,65,68,66,74,68,69,48,72,74,78,76,8,9,15,9,6,12.4
28,1631,75,75,41,6.5,55,1779,1,1,3,3,7,3,RM,19,182.88,168,70,70,70,75,74,74,74,75,75,75,75,75,71,71,71,75,62,58,58,58,62,57,46,46,46,57,72,71,43,74,51,75,74,77,67,77,76,76,75,69,63,71,44,72,55,69,36,60,73,74,61,67,28,27,29,13,8,6,7,6,12.4
31,1631,75,75,41,4.4,49,2017,2,1,3,3,7,1,LB,11,177.8,165,69,69,69,72,72,72,72,72,72,72,72,73,73,73,73,73,75,74,74,74,75,75,74,74,74,75,75,55,67,74,53,74,69,68,69,74,74,69,70,74,72,70,76,73,68,62,64,74,71,71,72,70,72,76,75,14,16,13,6,7,8.3
33,1631,75,75,41,2.7,49,1788,1,1,4,2,7,1,RB,2,187.96,198,60,60,60,62,62,62,62,62,64,64,64,64,68,68,68,64,71,73,73,73,71,71,76,76,76,71,72,25,72,73,26,67,51,61,67,70,49,54,51,73,58,70,67,55,77,62,75,72,57,63,44,71,74,79,76,12,6,10,8,12,5.1
31,1631,75,75,41,5.5,53,1938,2,1,4,3,4,1,LCM,6,177.8,161,68,68,68,70,71,71,71,70,74,74,74,72,76,76,76,72,70,73,73,73,70,69,68,68,68,69,68,63,59,82,55,67,61,68,77,77,59,53,59,75,72,68,70,72,65,67,68,66,66,78,67,76,66,68,61,16,14,7,16,8,10.5
28,1631,74,74,41,5.5,51,1951,1,1,3,3,5,1,CM,4,182.88,174,70,70,70,71,72,72,72,71,73,73,73,71,74,74,74,71,71,73,73,73,71,70,71,71,71,70,68,66,65,78,64,69,57,57,72,73,59,54,62,70,70,71,68,73,65,73,73,73,75,73,61,77,69,69,68,6,15,14,15,6,10.5
22,1631,74,79,41,7.5,43,1832,1,1,4,3,4,1,RM,10,175.26,179,69,69,69,75,74,74,74,75,74,74,74,74,69,69,69,74,62,59,59,59,62,59,51,51,51,59,67,63,35,70,50,83,65,53,61,77,83,78,80,65,81,77,57,67,66,72,50,48,71,69,63,68,35,45,40,13,15,7,13,13,14.8
31,1631,71,71,41,2.1,35,1820,1,1,4,4,7,1,LM,7,180.34,159,70,70,70,72,72,72,72,72,72,72,72,72,68,68,68,72,60,59,59,59,60,57,55,55,55,57,69,68,66,69,49,75,60,69,59,74,71,62,73,69,66,67,62,70,64,66,60,37,72,69,64,71,55,44,31,14,15,13,8,10,4
25,1631,70,72,41,1.8,27,1692,2,1,3,3,4,1,LB,26,195.58,170,57,57,57,62,60,60,60,62,61,61,61,65,63,63,63,65,70,69,69,69,70,70,71,71,71,70,70,35,63,65,30,69,45,37,59,65,62,74,58,65,48,41,62,71,81,30,73,70,57,54,45,59,70,71,70,7,10,13,7,15,3.5
20,1631,62,76,41,0.55,4,1102,1,1,2,1,4,3,GK,12,187.96,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,25,21,18,28,16,29,19,26,33,36,45,50,52,35,58,35,51,19,35,12,5,44,28,44,14,11,19,63,59,57,60,70,1.4
21,1631,61,73,41,0.45,7,1553,2,1,3,2,5,1,CM,36,187.96,183,56,56,56,58,58,58,58,58,60,60,60,59,61,61,61,59,57,60,60,60,57,57,59,59,59,57,48,49,53,64,36,61,37,30,63,66,50,54,55,52,55,54,70,59,68,47,55,55,53,62,47,50,51,57,55,15,6,7,7,12,0.945
21,1631,61,71,41,0.35,6,1332,2,1,2,2,4,1,CB,25,182.88,183,43,43,43,39,39,39,39,39,39,39,39,40,42,42,42,40,52,53,53,53,52,54,61,61,61,54,37,30,66,40,37,37,29,36,36,39,44,44,50,52,59,43,70,49,68,26,52,61,29,33,45,52,60,64,63,8,6,5,8,6,0.735
19,1631,59,73,41,0.3,3,1349,1,1,2,2,5,1,CB,46,185.42,176,42,42,42,41,41,41,41,41,41,41,41,42,43,43,43,42,51,53,53,53,51,53,59,59,59,53,33,22,54,42,31,34,33,34,34,50,47,53,53,51,60,41,69,49,68,22,64,57,35,33,49,52,56,60,59,12,14,5,15,10,0.758
18,1631,59,72,41,0.28,4,1539,1,1,3,3,4,3,CAM,28,177.8,154,56,56,56,59,58,58,58,59,60,60,60,60,57,57,57,60,51,50,50,50,51,50,46,46,46,50,56,50,49,61,52,61,62,53,59,61,69,63,65,58,70,61,57,48,51,47,43,26,45,59,50,62,33,43,45,8,12,7,6,9,0.707
19,1631,58,68,41,0.17,3,1338,1,1,3,2,4,1,CB,55,180.34,165,42,42,42,39,39,39,39,39,38,38,38,41,41,41,41,41,52,52,52,52,52,54,59,59,59,54,33,26,60,40,35,32,32,37,31,41,53,50,51,51,64,43,72,62,67,25,50,56,32,31,43,51,59,62,58,10,8,13,6,5,0.357
18,1631,58,73,41,0.26,4,1443,2,1,3,2,7,3,ST,56,175.26,137,59,59,59,58,58,58,58,58,56,56,56,57,49,49,49,57,43,38,38,38,43,41,34,34,34,41,40,58,53,49,55,59,51,34,40,56,75,73,67,54,75,59,63,66,50,50,32,21,55,45,62,54,15,17,17,8,9,7,13,15,0.657
18,1631,58,71,41,0.23,4,1585,1,1,3,2,4,3,CM,60,175.26,139,55,55,55,58,58,58,58,58,59,59,59,60,59,59,59,60,57,55,55,55,57,55,50,50,50,55,53,50,43,60,50,57,52,51,58,61,63,63,65,57,79,55,50,71,45,48,51,43,51,58,56,56,47,49,47,8,14,15,7,8,0.581
18,1631,57,69,41,0.17,4,1479,1,1,3,2,5,3,LM,57,175.26,141,54,54,54,57,56,56,56,57,57,57,57,57,54,54,54,57,50,47,47,47,50,49,43,43,43,49,53,50,48,55,49,60,55,49,52,55,61,60,65,56,61,55,57,55,40,46,42,31,49,58,50,62,29,34,49,11,10,13,10,11,0.357
22,1726,70,75,41,2.4,29,1638,1,1,2,3,4,1,ST,9,182.88,176,70,70,70,68,69,69,69,68,66,66,66,65,58,58,58,65,48,44,44,44,48,45,41,41,41,45,48,69,67,57,53,73,47,41,44,70,75,76,71,62,68,76,69,62,69,70,37,22,65,55,75,60,19,20,17,12,14,13,6,16,4.8
23,1560,79,84,41,14.5,55,1969,2,1,3,2,5,3,CB,15,180.34,165,66,66,66,68,67,67,67,68,69,69,69,70,72,72,72,70,77,78,78,78,77,78,79,79,79,78,63,45,74,77,52,67,62,59,73,73,75,74,68,79,69,63,86,73,75,56,72,78,53,65,48,72,79,81,80,10,7,7,16,10,28.6
18,1427,59,75,41,0.29,3,1566,1,1,3,2,4,3,CDM,59,182.88,170,52,52,52,53,53,53,53,53,54,54,54,54,56,56,56,54,58,60,60,60,58,59,61,61,61,59,42,36,57,57,43,55,47,43,54,56,60,61,57,57,59,58,61,61,64,40,63,57,41,54,55,43,59,61,58,8,11,9,14,8,0.732
38,1518,74,74,41,0.375,24,1159,1,2,3,1,4,1,GK,1,193.04,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,21,73,31,69,15,38,25,17,40,21,63,15,20,20,74,73,62,76,74,0.713
19,1501,61,75,41,0.55,4,1541,1,1,3,3,7,3,RM,54,177.8,157,56,56,56,61,59,59,59,61,59,59,59,61,55,55,55,61,54,50,50,50,54,52,46,46,46,52,55,46,40,52,33,67,44,40,45,62,77,76,78,57,74,54,60,68,55,43,59,38,56,50,48,67,33,40,36,7,15,14,9,10,1.4
24,1446,77,81,41,11.5,52,1902,1,1,4,3,7,2,LM,11,162.56,132,68,68,68,78,75,75,75,78,77,77,77,77,71,71,71,77,66,61,61,61,66,63,52,52,52,63,74,70,30,73,43,81,70,67,60,75,90,87,94,72,96,60,60,72,42,69,65,45,72,74,60,68,45,53,42,15,14,15,7,10,22.7
25,1591,76,80,41,8,49,1965,2,1,2,3,4,1,LB,21,182.88,168,66,66,66,67,67,67,67,67,67,67,67,69,70,70,70,69,76,73,73,73,76,76,74,74,74,76,77,38,74,76,53,66,71,69,57,68,67,75,64,71,70,82,72,88,74,72,70,78,59,63,43,64,60,77,76,10,9,15,11,10,15.8
20,1525,73,85,41,7,33,1713,2,1,3,4,4,3,RM,13,182.88,137,67,67,67,74,72,72,72,74,74,74,74,74,69,69,69,74,58,54,54,54,58,53,43,43,43,53,66,68,40,74,50,77,61,48,64,75,73,76,85,72,79,60,59,70,45,55,44,34,68,74,58,76,28,31,28,8,14,9,13,7,14.7
26,1441,79,81,32,10.5,41,1341,1,1,4,1,4,1,GK,1,182.88,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,14,40,15,13,23,12,45,24,53,52,53,73,50,35,78,34,68,18,36,23,10,68,25,64,10,20,17,81,74,82,78,83,20.7
31,1509,73,73,32,2.6,33,1960,2,1,3,3,7,1,LB,29,177.8,161,65,65,65,69,67,67,67,69,69,69,69,70,70,70,70,70,74,72,72,72,74,73,71,71,71,73,79,48,61,73,63,72,75,79,65,73,71,67,72,72,72,75,72,72,65,68,68,70,51,65,38,72,71,71,72,10,13,15,7,15,5
23,1676,75,80,32,7.5,33,1858,2,1,3,3,4,3,LB,30,185.42,168,61,61,61,64,63,63,63,64,63,63,63,65,65,65,65,65,74,72,72,72,74,75,75,75,75,75,61,28,64,70,53,63,47,32,53,70,74,77,69,69,66,72,78,76,69,68,74,71,58,49,43,64,75,79,84,15,12,13,14,12,14.8
30,1394,74,74,32,4.1,35,1823,2,1,3,3,8,3,LB,4,187.96,163,60,60,60,66,65,65,65,66,67,67,67,69,71,71,71,69,75,75,75,75,75,75,75,75,75,75,74,29,60,74,16,68,64,35,70,74,63,68,67,72,64,58,70,69,73,53,70,76,63,65,40,68,78,78,75,13,12,10,8,14,7.7
25,1575,77,78,32,10.5,45,1860,1,2,3,4,8,1,LM,19,170.18,165,75,75,75,79,78,78,78,79,77,77,77,77,69,69,69,77,61,55,55,55,61,58,47,47,47,58,70,71,60,69,54,81,75,34,63,78,92,90,91,71,84,80,67,74,59,77,27,37,75,71,58,72,48,21,30,13,8,12,7,13,20.7
20,1589,66,78,32,1.2,9,1748,2,1,3,3,7,1,RM,32,172.72,154,66,66,66,68,68,68,68,68,68,68,68,67,63,63,63,67,54,52,52,52,54,52,47,47,47,52,48,63,45,62,59,69,61,59,57,68,78,73,86,66,86,70,76,71,55,67,48,29,67,63,63,64,39,36,35,11,10,11,10,7,2.4
26,1631,78,81,32,11,46,1632,1,1,4,2,8,1,LCB,5,193.04,194,57,57,57,52,56,56,56,52,56,56,56,56,64,64,64,56,67,75,75,75,67,69,78,78,78,69,32,37,76,71,24,60,23,39,74,68,38,50,47,79,42,72,72,64,82,21,80,78,30,45,36,72,80,76,78,15,16,9,12,6,21.7
34,1631,77,77,32,4.7,51,1796,1,1,3,2,1,3,ST,17,182.88,176,77,77,77,68,73,73,73,68,71,71,71,66,68,68,68,66,52,58,58,58,52,50,56,56,56,50,48,83,85,69,74,65,57,33,55,74,34,34,52,84,71,78,84,55,77,64,79,45,88,70,80,81,44,29,23,15,16,14,7,10,8.9
29,1631,76,76,32,7.5,46,2018,1,1,3,3,5,3,RCM,6,185.42,157,69,69,69,71,71,71,71,71,73,73,73,73,77,77,77,73,75,77,77,77,75,74,74,74,74,74,70,63,65,79,69,69,67,61,76,73,62,57,66,77,65,67,92,89,70,69,80,78,68,74,44,77,65,75,71,11,15,8,13,10,14.3
23,1631,73,77,32,5,31,1833,2,1,2,3,8,3,CAM,20,180.34,170,69,69,69,75,73,73,73,75,73,73,73,74,68,68,68,74,63,60,60,60,63,60,53,53,53,60,75,66,40,70,54,79,70,64,64,74,78,82,78,64,77,74,35,68,61,71,55,30,67,72,55,68,63,50,42,9,11,7,13,15,9.9
29,1631,68,68,32,0.6,14,1104,1,1,3,1,4,3,GK,27,190.5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,19,46,11,23,12,15,33,33,60,52,50,62,45,12,58,35,33,13,12,24,12,41,11,61,7,17,11,71,69,58,65,69,1.1
27,1631,67,70,32,0.65,11,1131,1,1,3,1,4,1,GK,23,187.96,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,28,53,12,12,19,15,45,36,34,36,36,60,44,18,56,29,55,12,39,11,13,40,24,52,10,18,14,68,63,71,67,67,1.3
20,1631,61,76,32,0.5,5,1348,1,1,4,2,5,1,CB,28,182.88,159,42,42,42,43,42,42,42,43,45,45,45,47,51,51,51,47,56,59,59,59,56,57,61,61,61,57,36,22,57,59,21,40,26,20,64,44,62,65,44,51,46,35,69,60,69,25,67,57,22,42,24,52,62,60,57,8,11,12,5,6,1.3
20,1631,58,74,32,0.28,4,1444,2,1,2,3,4,1,CAM,43,170.18,146,55,55,55,60,58,58,58,60,58,58,58,59,52,52,52,59,43,38,38,38,43,39,29,29,29,39,57,57,32,55,48,62,64,66,45,60,70,66,76,43,83,60,34,59,38,59,36,19,52,52,51,54,12,15,13,13,10,12,13,12,0.707
21,1631,58,68,32,0.18,4,1232,1,1,2,2,4,3,CB,35,187.96,172,41,41,41,38,39,39,39,38,40,40,40,39,42,42,42,39,47,52,52,52,47,49,59,59,59,49,18,19,63,47,27,37,25,23,40,56,46,55,51,42,52,42,66,31,68,31,64,56,20,24,22,46,57,55,52,8,8,10,8,9,0.378
26,1726,76,76,32,8.5,44,1981,2,1,3,4,8,1,RM,11,172.72,152,73,73,73,78,77,77,77,78,77,77,77,77,72,72,72,77,65,64,64,64,65,62,58,58,58,62,75,71,59,73,61,83,75,71,64,80,75,72,90,72,84,73,72,72,54,70,80,52,74,74,68,73,58,40,34,14,14,8,11,8,16.2
27,1588,77,78,32,10,47,2074,1,2,4,4,8,3,CAM,13,180.34,172,73,73,73,77,76,76,76,77,78,78,78,79,80,80,80,79,74,74,74,74,74,71,66,66,66,71,84,72,53,80,65,75,82,77,81,77,63,65,66,76,73,74,70,93,71,74,66,67,76,84,65,78,57,62,61,8,15,15,16,11,19.8
24,1516,77,80,32,11.5,41,1945,1,2,4,4,8,1,RM,16,180.34,172,76,76,76,78,78,78,78,78,77,77,77,77,72,72,72,77,64,61,61,61,64,61,55,55,55,61,71,72,62,72,72,83,64,46,62,79,79,83,76,74,75,84,87,78,66,79,68,42,72,75,58,75,42,37,40,13,11,9,7,7,22.7
30,1265,72,72,32,2.9,31,1970,1,1,3,3,8,1,LCM,7,177.8,163,67,67,67,69,69,69,69,69,71,71,71,71,73,73,73,71,72,73,73,73,72,71,72,72,72,71,65,54,64,74,53,72,58,57,72,71,65,66,74,67,72,72,92,88,69,67,83,67,62,72,58,72,68,71,68,10,8,11,14,6,5.5
